Id_index,Job_Title,company,Sector,region,technologies,skills,certifications,soft_skills,languages,experience_years,Type_Contrat,level_study,Tasks,source
731,Machine Learning Engineer,yo it group,Technology and IT Services,Not specified,"C, C++, GitHub, Git","C, C++, problem-solving, leadership ability, team collaboration, code review, critical thinking, English, engineers, code validation, backend development, communication skills, strategic thinking, communication, software development, software development best practices, artificial intelligence, LLM training, GitHub, Git.",,"Communication, Curiosité, Innovation, Esprit critique, Rigueur, Autonomie","French, English",4 ans,CDD,Bac +3,"Review the code/solutions generated by an AI system, Organize the development cycle, Use your expertise in C / C++ programming to help resolve difficult coding issues that come up during AI validation, Create a collaborative environment within the team that encourages innovation, Verify the accuracy, efficiency, and dependability of AI-generated code by validating it, Work with cross-functional teams to identify strategies for enhancing the AI system's capabilities and integrating it with other elements, Analyze team members' code and provide constructive feedback to promote a high caliber of software development, Train LLM models with high-quality, stable, and scalable back-end components using the newest coding best practices in a variety of languages and frameworks.",linkedin
732,Computer Vision Engineer,nextsphere ventures,Financial Services,Marrakech-Safi,"Python, SQL, Excel","Python, SQL, Excel",,"Teamwork, Communication, Problem solving, Initiative, Autonomy",Not Specified,Not Specified,NOT SPECIFIED,Not Specified,"Conduct research to stay updated on the latest advancements in computer vision and machine learning, Develop and document workflows for data processing, training, and testing of computer vision models, Build and optimize deep learning models for specific vision-related problems such as image recognition, Optimize and deploy computer vision models on various hardware platforms, including GPUs and edge devices, Provide technical expertise and support to teams using computer vision systems in applications",google
733,Business Analyst,eking sarl,Services,Casablanca-Settat,Google Sheets,"French, Arabic, Digital Marketing, Multimedia and Graphic Design, Social Media, Content Creation, Digital Marketing, Google Sheets, Order Processing, Inventory Management",,"Teamwork, Communication, Problem solving","English, French",4 ans,NOT SPECIFIED,Not Specified,"Customer Service and Sales, Social media enthusiast, Content creation, and Digital Marketing, Self organize Task and Schedule documentation for business planning, Order Processing, Create Shipping demands in logistic backend, Product Inventory Management of stock.",indeed
734,Machine Learning Engineer,technology & telecom,Technology and IT Services,Rabat-Salé-Kénitra,"Python, FastAPI, Flask, React.js, Next.js, SQL, NoSQL, OpenAI API, GPT, DALL·E, Whisper, PostgreSQL, MongoDB","Python, FastAPI/Flask, React.js, Next.js, SQL, NoSQL, AI, OpenAI API, GPT, DALL·E, Whisper, PostgreSQL, MongoDB",,"Teamwork, Communication",English,0 ans,STAGE,Not Specified,"Intégration et optimisation des API OpenAI (GPT-4 Turbo, DALL·E, Whisper), Conception et mise en place d’un backend sécurisé et évolutif en Python (FastAPI/Flask), Gestion et optimisation des bases de données PostgreSQL / MongoDB, Création d’une interface web interactive et moderne en React.js / Next.js, Implémentation d’un éditeur de texte avancé pour la création de contenu généré par IA, Conception d’un tableau de bord analytique permettant le suivi des performances des publications, Développement d’un système de planification et publication automatique des contenus via les API des réseaux sociaux (Meta, Twitter, LinkedIn, TikTok), Intégration de fonctionnalités IA pour analyser et optimiser les publications en fonction des tendances, Génération et exportation d’eBooks et de documents en PDF, EPUB, Amélioration de la scalabilité et de la rapidité des requêtes IA, Sécurisation et monitoring des appels API et de la gestion des utilisateurs.",indeed
735,Machine Learning Engineer,technology & telecom,Technology and IT Services,Rabat-Salé-Kénitra,"Python, JavaScript","Python, JavaScript, databases",,Teamwork,Not Specified,Not Specified,NOT SPECIFIED,Not Specified,"Développement backend avec les APIs OpenAI (GPT-4 Turbo, DALL·E, Whisper) en utilisant Python (FastAPI/Flask), Développement frontend avec React.js/Next.js, Intégration des APIs des médias sociaux pour la programmation de contenu.",Glassdoor
736,Machine Learning Engineer,clency logistics,Transportation and Logistics,Casablanca-Settat,"Python, FastAPI, Django, React.js, Vue.js, Angular, PostgreSQL, MongoDB, Redis, AWS, GCP, Azure, Docker, Kubernetes","Python, AI/ML, cloud-based logistics applications, Full-stack development, FastAPI/Django, machine learning frameworks, React.js, Vue.js, Angular, PostgreSQL, MongoDB, Redis, real-time data processing, AWS, GCP, Azure, IoT integrations, GPS tracking, geospatial data, Docker & Kubernetes.",,"Teamwork, Communication, Problem solving, Analytical skills","French, English",5 ans,NOT SPECIFIED,Not Specified,"Design, develop, and maintain a full-stack logistics platform using Python (FastAPI/Django), Build scalable backend APIs for real-time tracking, route optimization, and supply chain analytics, Implement machine learning models for demand forecasting, anomaly detection, and predictive analytics, Develop front-end interfaces using React.js / Vue.js for dashboards and live tracking, Optimize database performance using PostgreSQL, MongoDB, and Redis, Integrate third-party APIs (Google Maps, GPS, IoT devices, fleet management tools), Ensure high security, reliability, and scalability of the platform.",indeed
737,Data Scientist,fygurs,Technology and IT Services,Casablanca-Settat,"Python, TensorFlow, PyTorch, scikit-learn, Django, Nest.js, Prisma, TypeScript, Next.js, React.js, Tailwind CSS, PostgreSQL, Azure, Vercel, GCP, Docker, Notion","Python, AI/ML frameworks (TensorFlow, PyTorch, scikit-learn), Django, Nest.js, Prisma, TypeScript, Next.js, React.js, Tailwind CSS, PostgreSQL, Azure, Vercel, GCP, Docker, Notion, Agile/Scrum.",,"Communication, Collaboration, Problem solving",Not Specified,0 ans,STAGE,Not Specified,"Développer, déployer, entretenir des modèles d'IA pour alimenter l'IA Copilot de Fygurs, Travailler avec nos technologies backend, y compris Nest.js, Django et Prisma pour ORM, Aider à intégrer des modèles d'apprentissage automatique avec notre framework front-end Next.js, Utiliser Python et Azure AI Studio pour créer et gérer des services d'IA, Implémenter un traitement avancé du langage naturel (NLP) et des grands modèles de langage (LLM) pour des fonctionnalités d'IA interactives, Contribuer à des microservices basés sur TypeScript dans un environnement conteneurisé Docker, Collaborer avec l'équipe pour créer des questionnaires adaptatifs, des recommandations personnalisées et des analyses prédictives pour l'intelligence d'exécution, Documenter les processus et maintenir la documentation technique sur Notion",linkedin
738,Data Scientist,alten,Technology and IT Services,Rabat-Salé-Kénitra,Not Specified,Not Specified,,Not Specified,Not Specified,3 ans,CDI,Bac +5,Not Specified.,Rekrute
739,Data Scientist,alten,Technology and IT Services,Rabat-Salé-Kénitra,"Java, Python, JavaScript, MySQL, Oracle, PostgreSQL, Jenkins, Gitlab CI, Git","Java, Python, JavaScript, MySQL, Oracle, PostgreSQL, Jenkins, Gitlab CI, Git",,"Rigueur, Autonomie, Teamwork, Communication",French,5 ans,NOT SPECIFIED,Bac +5,"Develop and Implement AI-powered Testing Solutions, Guide Teams on AI/ML in Testing, Contribute to Continuous Improvement",linkedin
740,Data Scientist,alten,Technology and IT Services,Rabat-Salé-Kénitra,"Selenium, Postman, RestAssured, Robot Framework, Cucumber, JMeter, Gatling, K6, MySQL, Oracle, PostgreSQL, Jenkins, Gitlab CI, Git, Java, Python, JavaScript","Agile, DevOps, TDD, BDD, Selenium, Postman, RestAssured, Robot Framework, Cucumber, JMeter, Gatling, K6, MySQL, Oracle, PostgreSQL, Jenkins, Gitlab CI, Git, Java, Python, JavaScript, AI/ML.",,Motivation,Not Specified,5 ans,NOT SPECIFIED,Bac +5,"Research and evaluate the latest AI/ML technologies applicable to software testing, Develop, execute, and maintain automated test suites using AI/ML techniques, Integrate AI/ML models into existing testing frameworks and pipelines, Train and mentor development and testing teams on the effective use of AI/ML in their testing activities, Provide guidance on implementing AI-powered testing strategies and best practices, Assist teams in identifying and addressing testing challenges through AI/ML solutions, Analyze testing data and identify areas for improvement in testing processes and coverage, Drive the adoption of AI/ML-driven testing methodologies within the organization, Stay updated on the latest advancements in AI/ML and their applications in software testing.",linkedin
741,Data Scientist,alten,Technology and IT Services,Rabat-Salé-Kénitra,"Selenium, Postman, RestAssured, Robot Framework, Cucumber, JMeter, Gatling, K6, MySQL, Oracle, PostgreSQL, Jenkins, Gitlab CI, Git, Java, Python, JavaScript, AWS, Azure, Google Cloud","Agile, DevOps, TDD, BDD, Selenium, Postman, RestAssured, Robot Framework, Cucumber, JMeter, Gatling, K6, MySQL, Oracle, PostgreSQL, Jenkins, Gitlab CI, Git, Java, Python, JavaScript, AI/ML concepts, AWS, Azure, Google Cloud, DevOps environment, test data management, test environment provisioning",,Collaboration,Not Specified,5 ans,CDI,Bac +5,"Develop and Implement AI-powered Testing Solutions, Guide Teams on AI/ML in Testing, Contribute to Continuous Improvement",Option Carriere
742,Data Scientist,devoteam,Technology and IT Services,Rabat-Salé-Kénitra,"Java, Python, JavaScript, Selenium, Postman, RestAssured, Robot Framework, Cucumber, JMeter, Gatling, K6, MySQL, Oracle, PostgreSQL, Jenkins, Gitlab CI, Git","Java, Python, JavaScript, Agile, DevOps, TDD, BDD, Selenium, Postman, RestAssured, Robot Framework, Cucumber, JMeter, Gatling, K6, MySQL, Oracle, PostgreSQL, Jenkins, Gitlab CI, Git.",,Multicultural,Not Specified,5 ans,CDI,Bac +5,"Develop and Implement AI-powered Testing Solutions, Guide Teams on AI/ML in Testing, Contribute to Continuous Improvement.",Option Carriere
743,Machine Learning Engineer,technology & telecom,Technology and IT Services,Not specified,"Python, Flutter, OpenAI","Python, Flutter, OpenAI",,"Agile, Rigoureux, Réactif, Collaborateur, Déterminé, Créatif, Travail en équipe",English,0 ans,NOT SPECIFIED,Bac +5,"Développer des moteurs et mécanismes d’IA utilisant les LLMs, Programmer l’interface utilisateur avec Flutter et les services backend en Python, Intégrer des fonctionnalités avancées d’intelligence artificielle dans les applications, Participer à la conception et à l’architecture des solutions, Tester et déboguer les fonctionnalités développées pour assurer une haute qualité du code, Contribuer activement à l’amélioration continue des processus de développement.",indeed
